tweet,sentiment
"Outstanding quality, worth every penny spent #trending",positive
RT: The new model comes with updated specifications,neutral
RT: Traffic was normal today on the highway,neutral
"Love this app, makes my life so much easier! 🙌",positive
The quarterly report will be released next week #trending,neutral
The store closes at 9pm on weekdays,neutral
"Disgusting behavior from staff, very rude and unhelpful",negative
Just woke up and checking the news,neutral
"Excellent service as always, never disappoints",positive
Had a regular lunch at the usual place today #trending,neutral
RT: So excited for the weekend! Plans are amazing,positive
Best day ever! Everything went perfectly today 🎉,positive
Never again! This company does not care about customers #trending,negative
updating my software to the latest version,neutral
"RT: Customer support is useless, nobody answers",negative
Reviewing the terms and conditions of the service #trending,neutral
Heading to the office today for some meetings,neutral
The store closes at 9pm on weekdays,neutral
"customer support is useless, nobody answers",negative
the meeting was rescheduled to next tuesday,neutral
Fed up with these constant delays and poor service #trending,negative
"RT: Excellent service as always, never disappoints",positive
"RT: The new update is incredible, so many great features",positive
"This product broke after one day, complete waste of money #trending",negative
"Very disappointed with the quality, not as described",negative
Updating my software to the latest version,neutral
"RT: Awful food, cold and tasteless, total disappointment",negative
Looking at options for my next phone upgrade,neutral
"Love this app, makes my life so much easier! #trending",positive
"excellent service as always, never disappoints",positive
"Extremely disappointed, this did not meet basic expectations",negative
RT: Delivery was late and the package was damaged,negative
Reading about the latest technology developments,neutral
"Horrible app, keeps crashing every 5 minutes #trending",negative
"RT: Thrilled with the results, hard work pays off!",positive
"RT: This ruined my entire day, absolutely unacceptable",negative
"Horrible app, keeps crashing every 5 minutes",negative
RT: Amazing product! Highly recommend to everyone!,positive
Reviewing the terms and conditions of the service,neutral
the quarterly report will be released next week,neutral
Updating my software to the latest version #trending,neutral
"RT: This is absolutely unacceptable, I want a refund",negative
"this made my day so much better, thank you!",positive
Watched a documentary about climate change last night #trending,neutral
"Awful food, cold and tasteless, total disappointment #trending",negative
The package is expected to arrive in 3-5 business days,neutral
"Just finished an amazing book, totally recommend it! #trending",positive
"Thrilled with the results, hard work pays off!",positive
"Perfect weather today, feeling blessed and happy",positive
The weather forecast says it might rain tomorrow #trending,neutral
RT: The store closes at 9pm on weekdays,neutral
"complete failure, nothing works as advertised",negative
The quarterly report will be released next week,neutral
"Horrible app, keeps crashing every 5 minutes",negative
"RT: Very disappointed with the quality, not as described",negative
"This is absolutely unacceptable, I want a refund",negative
Fed up with these constant delays and poor service,negative
"This ruined my entire day, absolutely unacceptable",negative
"Brilliant solution to a complex problem, well done! #trending",positive
Traffic was normal today on the highway,neutral
"The new update is incredible, so many great features #trending",positive
Delivery was late and the package was damaged,negative
